,date,symbol,high,low,close
57,2022-08-08 14:13:57,BTCUSDT,23678.8,23439.5,23565.7
58,2022-08-08 14:14:01,BTCUSDT,23678.8,23439.5,23562.4
59,2022-08-08 14:14:02,BTCUSDT,23678.8,23439.5,23606.5
60,2022-08-08 14:14:02,BTCUSDT,23678.8,23439.5,23570.3
61,2022-08-08 14:14:05,BTCUSDT,23678.8,23439.5,23567.0
62,2022-08-08 14:14:11,BTCUSDT,23678.8,23439.5,23567.0
63,2022-08-08 14:14:20,BTCUSDT,23678.8,23439.5,23570.3
64,2022-08-08 14:14:22,BTCUSDT,23678.8,23439.5,23620.0
65,2022-08-08 14:14:24,BTCUSDT,23678.8,23439.5,23567.0
66,2022-08-08 14:14:32,BTCUSDT,23678.8,23439.5,23567.0
67,2022-08-08 14:14:33,BTCUSDT,23678.8,23439.5,23570.3
68,2022-08-08 14:14:38,BTCUSDT,23678.8,23439.5,23570.3
69,2022-08-08 14:14:40,BTCUSDT,23678.8,23439.5,23570.3
70,2022-08-08 14:14:42,BTCUSDT,23678.8,23439.5,23570.0
71,2022-08-08 14:14:44,BTCUSDT,23678.8,23439.5,23570.0
72,2022-08-08 14:14:44,BTCUSDT,23678.8,23439.5,23567.0
73,2022-08-08 14:14:52,BTCUSDT,23678.8,23439.5,23573.4
74,2022-08-08 14:14:52,BTCUSDT,23678.8,23439.5,23573.4
75,2022-08-08 14:14:56,BTCUSDT,23678.8,23439.5,23600.0
76,2022-08-08 14:15:00,BTCUSDT,23678.8,23439.5,23600.0
77,2022-08-08 14:15:09,BTCUSDT,23678.8,23439.5,23620.0
78,2022-08-08 14:15:10,BTCUSDT,23678.8,23439.5,23620.0
79,2022-08-08 14:15:12,BTCUSDT,23678.8,23439.5,23660.0
80,2022-08-08 14:15:13,BTCUSDT,23678.8,23439.5,23620.0
81,2022-08-08 14:15:17,BTCUSDT,23678.8,23439.5,23600.0
82,2022-08-08 14:15:21,BTCUSDT,23678.8,23439.5,23600.0
83,2022-08-08 14:15:23,BTCUSDT,23678.8,23439.5,23660.0
84,2022-08-08 14:15:24,BTCUSDT,23678.8,23439.5,23620.0
85,2022-08-08 14:15:29,BTCUSDT,23678.8,23439.5,23660.0
86,2022-08-08 14:15:38,BTCUSDT,23678.8,23439.5,23678.8
87,2022-08-08 14:15:39,BTCUSDT,23678.8,23439.5,23678.8
88,2022-08-08 14:15:41,BTCUSDT,23678.8,23439.5,23620.0
89,2022-08-08 14:15:44,BTCUSDT,23678.8,23439.5,23613.7
90,2022-08-08 14:16:00,BTCUSDT,23678.8,23439.5,23678.7
91,2022-08-08 14:16:06,BTCUSDT,23678.8,23439.5,23660.0
92,2022-08-08 14:16:14,BTCUSDT,23678.8,23439.5,23620.0
93,2022-08-08 14:16:20,BTCUSDT,23678.8,23439.5,23610.8
94,2022-08-08 14:16:23,BTCUSDT,23678.8,23439.5,23610.8
95,2022-08-08 14:16:23,BTCUSDT,23678.8,23439.5,23641.5
96,2022-08-08 14:16:24,BTCUSDT,23678.8,23439.5,23610.8
97,2022-08-08 14:16:28,BTCUSDT,23678.8,23439.5,23620.0
98,2022-08-08 14:16:34,BTCUSDT,23678.8,23439.5,23606.6
99,2022-08-08 14:16:34,BTCUSDT,23678.8,23439.5,23606.3
